STATIONS_ID,Date,Sunshine duration daily total,Daily amount of precipitation,Daily mean temperature,Daily mean of the relative humidity,Daily mean wind speed
1078,27/09/1989 00:00,7.5,0,10.9,80,1.4
1078,28/09/1989 00:00,0.5,0.1,11.6,83,1.2
1078,29/09/1989 00:00,0.5,0.6,11.5,85,1.2
1078,30/09/1989 00:00,0.2,1.7,13.6,89,2.4
1078,01/10/1989 00:00,0.3,0.5,13,86,2.8
1078,02/10/1989 00:00,0.5,0.2,12.4,84,3.3
1078,03/10/1989 00:00,6.8,0,10.5,75,2.4
1078,04/10/1989 00:00,9.6,0,9.8,70,1.5
1078,05/10/1989 00:00,9.9,5.5,14.9,56,4.2
1078,06/10/1989 00:00,2.5,8.5,12.5,81,4.8
1078,07/10/1989 00:00,3.1,7.6,10.4,86,4.6
1078,08/10/1989 00:00,2.4,2,9.8,84,2.5
1078,09/10/1989 00:00,0.5,3.3,10.3,91,2.2
1078,10/10/1989 00:00,1.3,3.9,9.4,76,3.2
1078,11/10/1989 00:00,3.6,0.4,10.7,81,3.4
1078,12/10/1989 00:00,0,0.2,13.1,90,3.9
1078,13/10/1989 00:00,0,3.1,13.6,83,5.5
1078,14/10/1989 00:00,2.5,2.1,8.8,90,4.2
1078,15/10/1989 00:00,5.3,0,9.8,80,2.9
1078,16/10/1989 00:00,0.1,0,12,73,4.1
1078,17/10/1989 00:00,9.3,0,11.2,74,2.4
1078,18/10/1989 00:00,8.8,0.1,13.8,64,2.7
1078,19/10/1989 00:00,5,0.5,14.8,76,3.5
1078,20/10/1989 00:00,3.5,1.7,13.2,74,5.9
1078,21/10/1989 00:00,2.9,0,19.3,59,8.5
1078,22/10/1989 00:00,8.6,0,19.1,58,5.7
1078,23/10/1989 00:00,5.5,0,17.5,66,3.4
1078,24/10/1989 00:00,3.1,0,15,78,3.3
1078,25/10/1989 00:00,6.8,0,15,78,3.1
1078,26/10/1989 00:00,0,0,13.7,88,2.2
1078,27/10/1989 00:00,7.7,0,16.7,67,3.9
1078,28/10/1989 00:00,3.2,2.8,13.5,67,5.9
1078,29/10/1989 00:00,0,4.1,12,72,7.3
1078,30/10/1989 00:00,2.5,2.5,13.8,75,7.2
1078,31/10/1989 00:00,0,8.6,12.4,90,3.7
1078,01/11/1989 00:00,0,9.1,12.1,93,1.6
1078,02/11/1989 00:00,6.5,2.9,13.9,81,4.8
1078,03/11/1989 00:00,0,0,10.6,75,3
1078,04/11/1989 00:00,2.7,6.7,9,79,4.9
1078,05/11/1989 00:00,0.5,0.5,7.8,83,3.1
1078,06/11/1989 00:00,3.1,0,6,88,1.3
1078,07/11/1989 00:00,4.2,0,6.9,79,2.2
1078,08/11/1989 00:00,0.3,1.9,9.8,68,7.6
1078,09/11/1989 00:00,5.5,0,7.6,72,5.5
1078,10/11/1989 00:00,0,5.4,8.3,85,6.1
1078,11/11/1989 00:00,5,0,9.5,68,4.8
1078,12/11/1989 00:00,8.1,0,9.7,52,2.5
1078,13/11/1989 00:00,6.9,0,6.2,65,1.1
1078,14/11/1989 00:00,7.5,0,6.4,71,1.2
1078,15/11/1989 00:00,0.4,0,7,84,1.2
1078,16/11/1989 00:00,7.8,0,3.1,75,2.4
1078,17/11/1989 00:00,7.6,0,5.2,48,4.3
1078,18/11/1989 00:00,7.7,0,3.9,47,4.6
1078,19/11/1989 00:00,7.5,0,6.6,51,3.1
1078,20/11/1989 00:00,3,0,7.6,71,1.2
1078,21/11/1989 00:00,0.8,0.9,10.7,63,2.4
1078,22/11/1989 00:00,6,0,2.8,84,3.3
1078,23/11/1989 00:00,0.9,0.3,3,90,2.7
1078,24/11/1989 00:00,0,3.6,2.6,89,3.5
1078,25/11/1989 00:00,6.5,0,-2,72,1.6
1078,26/11/1989 00:00,1.3,0.7,2.5,72,4.5
1078,27/11/1989 00:00,0,0.5,5.7,93,3.2
1078,28/11/1989 00:00,6.8,0,2.6,79,1.8
1078,29/11/1989 00:00,7.4,0,-0.6,75,1.4
1078,30/11/1989 00:00,7.3,0,-0.7,68,1.1
1078,01/12/1989 00:00,6.8,0,-0.8,79,1
1078,02/12/1989 00:00,7.3,0,1.1,67,0.9
1078,03/12/1989 00:00,6.6,0,0.9,74,0.5
1078,04/12/1989 00:00,4.1,1,1.2,85,0.9
1078,05/12/1989 00:00,0,0.4,2.8,96,0.5
1078,06/12/1989 00:00,0,1,4.9,97,1.7
1078,07/12/1989 00:00,1.9,0,5.7,83,1.6
1078,08/12/1989 00:00,0,0,2.7,88,0.4
1078,09/12/1989 00:00,0.4,0.3,1.9,93,1.5
1078,10/12/1989 00:00,2.3,0,-1.2,98,1.2
1078,11/12/1989 00:00,0,0,2.8,81,2.3
1078,12/12/1989 00:00,0,5.1,3.7,84,5.3
1078,13/12/1989 00:00,0,13.4,7.4,88,6.7
1078,14/12/1989 00:00,0.1,3.4,12.1,72,8.6
1078,15/12/1989 00:00,0,13.3,8,85,5.1
1078,16/12/1989 00:00,0.3,7.6,12.2,84,3.9
1078,17/12/1989 00:00,1.1,0,12.6,65,8.7
1078,18/12/1989 00:00,0,1.7,11.8,68,6.3
1078,19/12/1989 00:00,1.8,8.6,7.2,82,5.6
1078,20/12/1989 00:00,0,12.9,11.6,81,6.3
1078,21/12/1989 00:00,2.1,1.1,13.7,68,8
1078,22/12/1989 00:00,0,16.2,9.4,85,4.2
1078,23/12/1989 00:00,1,4.1,6.5,79,6.1
1078,24/12/1989 00:00,3.5,0,9.2,73,5.6
1078,25/12/1989 00:00,5.3,0,8.7,52,6.2
1078,26/12/1989 00:00,0,0,5.4,68,2.8
1078,27/12/1989 00:00,0.8,0,1.9,82,4.4
1078,28/12/1989 00:00,0,0,1.6,90,1.5
1078,29/12/1989 00:00,0,0,1.3,85,2.8
1078,30/12/1989 00:00,0,0,1.2,85,2.7
1078,31/12/1989 00:00,0,0.1,-0.1,91,2.1
1078,01/01/1990 00:00,0,0.3,0.6,93,1.4
1078,02/01/1990 00:00,0,0,2.1,91,1.3
1078,03/01/1990 00:00,0,0,0.8,86,3.3
1078,04/01/1990 00:00,1.6,0,1.2,79,4.8
1078,05/01/1990 00:00,0,0,3.2,85,2.7
1078,06/01/1990 00:00,3.9,0,1.4,83,6.2
1078,07/01/1990 00:00,0,0.6,2.2,79,6.6
1078,08/01/1990 00:00,0.1,1.7,4.8,86,3.8
1078,09/01/1990 00:00,0,3.5,6.5,87,3.2
1078,10/01/1990 00:00,0.8,0.4,6.2,83,4
1078,11/01/1990 00:00,0,0,7.2,76,4.2
1078,12/01/1990 00:00,5.8,0,3.1,77,4.7
1078,13/01/1990 00:00,0,0.3,3.1,87,3.9
1078,14/01/1990 00:00,1.7,0.4,4.3,87,2.4
1078,15/01/1990 00:00,0,3.1,6.9,87,5.5
1078,16/01/1990 00:00,0,0.6,9.8,90,5.7
1078,17/01/1990 00:00,0.6,0.8,7.3,75,5.9
1078,18/01/1990 00:00,5.1,0,4.8,80,3.4
1078,19/01/1990 00:00,0.3,2.5,5,80,6.2
1078,20/01/1990 00:00,1.1,0.4,7.4,85,5.4
1078,21/01/1990 00:00,0,0.1,9.8,81,4.4
1078,22/01/1990 00:00,0,2.9,8.5,82,4.3
1078,23/01/1990 00:00,0,23.3,9,82,7.4
1078,24/01/1990 00:00,1.4,3.5,5,80,6.2
1078,25/01/1990 00:00,0,11.8,9.4,72,10.7
1078,26/01/1990 00:00,0.7,0.9,4.8,78,10.2
1078,27/01/1990 00:00,0.5,0,7.5,70,6.8
1078,28/01/1990 00:00,0.4,4.6,7.4,69,8.9
1078,29/01/1990 00:00,5.6,0,7,65,5.4
1078,30/01/1990 00:00,2.4,0,8.9,68,6.8
1078,31/01/1990 00:00,0,0,11.1,58,8.6
1078,01/02/1990 00:00,2.3,3.3,9.6,64,5.5
1078,02/02/1990 00:00,4.4,2.5,8.8,66,7.5
1078,03/02/1990 00:00,0,3.6,7.8,69,7.7
1078,04/02/1990 00:00,5.2,0,7.7,70,5.4
1078,05/02/1990 00:00,8.3,0,8.8,59,4.9
1078,06/02/1990 00:00,7.7,0,11.3,53,6.1
1078,07/02/1990 00:00,0.3,0,12.6,63,8.8
1078,08/02/1990 00:00,2.9,2.3,9.2,65,9.9
1078,09/02/1990 00:00,3.5,0,6.8,76,4.4
1078,10/02/1990 00:00,1.8,9.8,6.5,66,6.8
1078,11/02/1990 00:00,3.2,1.4,6.4,63,8.7
1078,12/02/1990 00:00,1.5,3.6,3.5,80,7.9
1078,13/02/1990 00:00,2.1,11.7,4.3,81,5.8
1078,14/02/1990 00:00,0.2,6.9,6,71,7.9
1078,15/02/1990 00:00,1,8.9,2.8,88,4.4
1078,16/02/1990 00:00,8.4,0,2.7,74,3.2
1078,17/02/1990 00:00,3,0.6,6,73,5.1
1078,18/02/1990 00:00,0,1.6,10,83,3.9
1078,19/02/1990 00:00,5.6,0,12.6,72,4.7
1078,20/02/1990 00:00,3.5,0,15.3,62,5.3
1078,21/02/1990 00:00,5.4,0.1,9.6,72,4.9
1078,22/02/1990 00:00,8.9,0,10,57,2.2
1078,23/02/1990 00:00,8.3,0,11.5,68,3.3
1078,24/02/1990 00:00,6.2,0,14.4,64,5.2
1078,25/02/1990 00:00,0,4.3,10.7,74,5.9
1078,26/02/1990 00:00,0.7,15.5,7.2,76,11.4
1078,27/02/1990 00:00,2.5,5,4.4,80,9.3
1078,28/02/1990 00:00,0.5,16.9,7.8,84,9.3
1078,01/03/1990 00:00,4.5,3.5,3.7,80,8.5
1078,02/03/1990 00:00,4.5,3.9,2.2,83,4.1
1078,03/03/1990 00:00,3.3,0.2,3.9,86,3.9
1078,04/03/1990 00:00,0,0.8,6.2,79,5.1
1078,05/03/1990 00:00,0,0,7.2,71,7.3
1078,06/03/1990 00:00,0.3,0,9.2,76,7.3
1078,07/03/1990 00:00,0,0,10.1,81,5.5
1078,08/03/1990 00:00,3.5,0,10.4,69,4
1078,09/03/1990 00:00,1.3,1.4,7,63,7.1
1078,10/03/1990 00:00,0,0.6,10.3,84,5.6
1078,11/03/1990 00:00,8.1,0,12.3,73,4.9
1078,12/03/1990 00:00,6.5,0,7.9,80,3
1078,13/03/1990 00:00,6.2,0.4,9.3,65,2.9
1078,14/03/1990 00:00,3.5,0,9.2,76,2.3
1078,15/03/1990 00:00,9.2,0,9.6,69,1.9
1078,16/03/1990 00:00,9.8,0,13.1,55,2.1
1078,17/03/1990 00:00,10.2,0,12.8,54,2.5
1078,18/03/1990 00:00,10.4,0,15.9,43,2.8
1078,19/03/1990 00:00,3.7,5.7,15.5,45,5.7
1078,20/03/1990 00:00,0,0.7,12.2,85,3
1078,21/03/1990 00:00,0.1,0,13.7,69,4.4
1078,22/03/1990 00:00,0,2.5,9.5,85,3.2
1078,23/03/1990 00:00,6.2,0,9.5,68,4.8
1078,24/03/1990 00:00,0,3.5,7.8,77,6.5
1078,25/03/1990 00:00,2,5.9,4.4,86,4.7
1078,26/03/1990 00:00,1.1,2.5,5.1,87,2.9
1078,27/03/1990 00:00,2.7,2.3,5.3,88,2.2
1078,28/03/1990 00:00,3.4,0,6.2,76,3.7
1078,29/03/1990 00:00,2.4,0,7.8,69,3.1
1078,30/03/1990 00:00,6,0,7.6,77,1.5
1078,31/03/1990 00:00,10.4,0,12,70,2.4
1078,01/04/1990 00:00,11.2,0,13.9,58,2.1
1078,02/04/1990 00:00,10.3,1.3,13.8,59,5.9
1078,03/04/1990 00:00,2,0.8,7.1,67,5.5
1078,04/04/1990 00:00,3.1,0.7,4.2,76,3.3
1078,05/04/1990 00:00,9.7,0,3.8,65,1.3
1078,06/04/1990 00:00,10.7,0,7.3,53,3.2
1078,07/04/1990 00:00,11.2,0,6.1,52,5.2
1078,08/04/1990 00:00,9.6,0,6.3,59,5.7
1078,09/04/1990 00:00,11.9,0,4.9,50,4.5
1078,10/04/1990 00:00,8.4,3.2,8.3,65,3
1078,11/04/1990 00:00,6,0,8.1,68,5.1
1078,12/04/1990 00:00,0,1,8.8,81,2.7
1078,13/04/1990 00:00,1.9,3.5,12,66,4.4
1078,14/04/1990 00:00,3,10.7,8.4,75,4.1
1078,15/04/1990 00:00,4.7,4.7,6.6,81,6.2
1078,16/04/1990 00:00,1.8,7.1,7.1,79,4.3
1078,17/04/1990 00:00,4.2,1.8,6,81,3.9
1078,18/04/1990 00:00,10.2,0,7,69,4
1078,19/04/1990 00:00,8,0,7,65,3.3
1078,20/04/1990 00:00,2,0.3,8.6,83,3.1
1078,21/04/1990 00:00,9.1,0,13.7,63,4.8
1078,22/04/1990 00:00,8,2.2,13.2,67,3.4
1078,23/04/1990 00:00,6.4,0,12.2,70,4.4
1078,24/04/1990 00:00,7.3,7,10.1,78,2.2
1078,25/04/1990 00:00,3.7,1.9,10.9,79,2.3
1078,26/04/1990 00:00,8.5,2.8,14.3,59,2.4
1078,27/04/1990 00:00,3.1,0,7.2,72,4.9
1078,28/04/1990 00:00,9.3,0,8.8,63,1.3
1078,29/04/1990 00:00,7.8,0,12.6,63,1.2
1078,30/04/1990 00:00,12.4,0,16.4,62,1.8
1078,01/05/1990 00:00,13.5,0,18,55,2.6
1078,02/05/1990 00:00,13.4,0,20.8,49,2.7
1078,03/05/1990 00:00,13.8,0,18.8,47,3.1
1078,04/05/1990 00:00,13.6,0,20.1,42,2.6
1078,05/05/1990 00:00,13.4,0,19.6,50,1.2
1078,06/05/1990 00:00,12.1,0,21.9,41,1.4
1078,07/05/1990 00:00,9,0.4,18.6,56,2.4
1078,08/05/1990 00:00,9.5,0,18.1,62,1.2
1078,09/05/1990 00:00,8.5,0,17.2,68,2.1
1078,10/05/1990 00:00,2.5,6.7,12.6,83,2.1
1078,11/05/1990 00:00,9.5,3.2,13.4,59,3.9
1078,12/05/1990 00:00,0.6,7.1,11.6,79,4
1078,13/05/1990 00:00,0.9,0.5,12,80,4
1078,14/05/1990 00:00,0.4,0,11.2,80,2.5
1078,15/05/1990 00:00,11.3,2.3,16,62,2.2
1078,16/05/1990 00:00,5.2,1.2,16.5,70,2.5
1078,17/05/1990 00:00,10.6,0,15.3,63,2.6
1078,18/05/1990 00:00,8.1,0,11.1,59,2.4
1078,19/05/1990 00:00,10.6,0,15,60,2.3
1078,20/05/1990 00:00,13.3,0,17.5,47,1.6
1078,21/05/1990 00:00,5.9,0,17.6,49,2
1078,22/05/1990 00:00,10.4,0,16.4,55,3.4
1078,23/05/1990 00:00,13.4,0,16.8,52,2.4
1078,24/05/1990 00:00,12.4,0,15.2,54,3.6
1078,25/05/1990 00:00,8.1,0,12.3,54,3.2
1078,26/05/1990 00:00,13.2,0,12.1,52,2.1
1078,27/05/1990 00:00,13.2,0,13.5,50,2.1
1078,28/05/1990 00:00,7,0,11.3,55,2.8
1078,29/05/1990 00:00,13.1,0,13.9,50,1.2
1078,30/05/1990 00:00,13,0,16.9,38,1.3
1078,31/05/1990 00:00,12.2,0,18.8,45,1.5
1078,01/06/1990 00:00,12.8,11.8,23,36,2.1
1078,02/06/1990 00:00,3.4,10.3,14.2,75,4.5
1078,03/06/1990 00:00,1.2,10.2,14.2,80,4.7
1078,04/06/1990 00:00,4.3,2.7,12.4,80,5.4
1078,05/06/1990 00:00,6.5,0,15.6,63,1.6
1078,06/06/1990 00:00,2.4,5.5,16.2,68,2.8
1078,07/06/1990 00:00,0.2,7.3,13.4,89,3.1
1078,08/06/1990 00:00,4.6,2.9,12.3,81,2.5
1078,09/06/1990 00:00,2.2,3.3,12.2,78,1.5
1078,10/06/1990 00:00,1.1,2.2,13.4,82,3.4
1078,11/06/1990 00:00,0,0,13.2,78,1.8
1078,12/06/1990 00:00,1.1,0,14.6,70,2.2
1078,13/06/1990 00:00,0.3,0,13.9,76,1
1078,14/06/1990 00:00,0,0,14.5,69,1.1
1078,15/06/1990 00:00,0,0,14.6,69,1.2
1078,16/06/1990 00:00,6.3,0,15.8,64,1.2
1078,17/06/1990 00:00,12.3,0,19.1,58,0.9
1078,18/06/1990 00:00,5.5,0.2,20.2,59,2.2
1078,19/06/1990 00:00,0.2,4.7,18.2,72,2.7
1078,20/06/1990 00:00,1.8,13.4,15.9,87,2
1078,21/06/1990 00:00,7.7,3.8,17.9,54,5.7
1078,22/06/1990 00:00,4.9,0,15.7,64,7.8
1078,23/06/1990 00:00,5.6,1.3,16.1,64,5.2
1078,24/06/1990 00:00,12.8,0,19.1,54,2.6
1078,25/06/1990 00:00,5.8,0,19.5,67,3.2
1078,26/06/1990 00:00,12.6,5.2,23.9,59,2
1078,27/06/1990 00:00,4.1,22.9,20.3,80,2.3
1078,28/06/1990 00:00,8.3,0,18.7,66,3.5
1078,29/06/1990 00:00,4.5,5,20.2,68,1.6
1078,30/06/1990 00:00,7,22.2,17.2,86,3.3
1078,01/07/1990 00:00,7.5,2.2,16.6,63,7.3
1078,02/07/1990 00:00,7.5,0,14.9,61,4.3
1078,03/07/1990 00:00,4,0,15.6,65,1.4
1078,04/07/1990 00:00,7.6,0.3,17.3,57,3.7
1078,05/07/1990 00:00,2.1,13.2,14.7,78,6.7
1078,06/07/1990 00:00,3,1,13.2,72,5.2
1078,07/07/1990 00:00,0.1,7.1,14.2,84,4
1078,08/07/1990 00:00,1.9,0,19.2,83,4.5
1078,09/07/1990 00:00,7.1,0,16.4,64,5.4
1078,10/07/1990 00:00,3.6,5.1,13.6,77,4.8
1078,11/07/1990 00:00,12.1,0,17.3,64,2.1
1078,12/07/1990 00:00,13.8,0,20.8,57,2.1
1078,13/07/1990 00:00,14.4,0,18.7,58,3.4
1078,14/07/1990 00:00,15,0,17.6,54,3.4
1078,15/07/1990 00:00,14.5,0,19.7,49,1.4
1078,16/07/1990 00:00,6.9,0,22,46,2.3
1078,17/07/1990 00:00,8,0,17.2,57,4.8
1078,18/07/1990 00:00,5.7,0,15.2,66,3.4
1078,19/07/1990 00:00,10.8,0,18,59,2.1
1078,20/07/1990 00:00,13,0,20.9,62,1.2
1078,21/07/1990 00:00,13,0,22.2,58,1.9
1078,22/07/1990 00:00,13.9,0,17.8,56,3.3
1078,23/07/1990 00:00,8.3,0,15.7,59,2.6
1078,24/07/1990 00:00,2.5,0,15,67,1.7
1078,25/07/1990 00:00,0,0,14.6,69,1.8
1078,26/07/1990 00:00,12.1,0,20.7,60,2.5
1078,27/07/1990 00:00,9.8,0,24.2,48,2.4
1078,28/07/1990 00:00,7.1,2.5,23.6,57,2.4
1078,29/07/1990 00:00,4.4,10.2,19.6,83,1.6
1078,30/07/1990 00:00,13.5,0,22.9,62,1.5
1078,31/07/1990 00:00,13.1,0,23.6,56,1.6
1078,01/08/1990 00:00,13.7,0,23.6,63,1.6
1078,02/08/1990 00:00,14.1,0,25.2,48,1.7
1078,03/08/1990 00:00,14.3,0,26,40,1.7
1078,04/08/1990 00:00,13.3,0,29.5,36,1.7
1078,05/08/1990 00:00,5.4,0,21.2,63,3.5
1078,06/08/1990 00:00,5.5,3.2,14.8,78,2.3
1078,07/08/1990 00:00,9,0,15.6,64,2
1078,08/08/1990 00:00,9.6,0,18.3,55,1.3
1078,09/08/1990 00:00,8.2,0,19.7,64,1.5
1078,10/08/1990 00:00,2.5,0,19.6,66,1.8
1078,11/08/1990 00:00,7.9,0,23,56,2.6
1078,12/08/1990 00:00,11.3,0,25.9,44,2.1
1078,13/08/1990 00:00,8.3,0.9,25.3,50,2.7
1078,14/08/1990 00:00,2.3,2.2,22.2,69,2.6
1078,15/08/1990 00:00,4.9,3.9,21.7,65,4.9
1078,16/08/1990 00:00,5.2,0.5,19,61,5.1
1078,17/08/1990 00:00,5.9,0.5,17.1,57,5.3
1078,18/08/1990 00:00,0.1,4.6,14.4,87,4.2
1078,19/08/1990 00:00,5,5.3,17,79,2.7
1078,20/08/1990 00:00,6.5,1.5,16.3,67,6.1
1078,21/08/1990 00:00,0.9,0.1,15.4,74,5
1078,22/08/1990 00:00,4.3,0,17.1,72,1.9
1078,23/08/1990 00:00,5.6,0,19.1,76,1.2
1078,24/08/1990 00:00,12.1,0,21.3,67,2.1
1078,25/08/1990 00:00,5.3,0,22.2,68,2.4
1078,26/08/1990 00:00,6.4,0,20.2,72,2.4
1078,27/08/1990 00:00,7.3,0,22.4,67,1.1
1078,28/08/1990 00:00,9,0,22.5,69,1.1
1078,29/08/1990 00:00,8.7,0,24.1,60,2.4
1078,30/08/1990 00:00,0,2.5,18.2,84,3.1
1078,31/08/1990 00:00,0,26.3,13,90,2.4
1078,01/09/1990 00:00,0.7,5.7,16.2,82,2.2
1078,02/09/1990 00:00,0,10.1,16.4,89,2
1078,03/09/1990 00:00,0,5.9,16.8,93,1.7
1078,04/09/1990 00:00,1.3,0.2,14.1,81,2.9
1078,05/09/1990 00:00,6.8,0,14,77,2.5
1078,06/09/1990 00:00,0.2,4.2,14.9,79,4.2
1078,07/09/1990 00:00,1.9,0.2,13,76,4
1078,08/09/1990 00:00,3.5,0.9,13.4,84,2.2
1078,09/09/1990 00:00,5.3,0.2,13.4,77,2.3
1078,10/09/1990 00:00,0.1,6.6,12.8,93,2.8
1078,11/09/1990 00:00,5.1,0.4,13.5,86,1.1
1078,12/09/1990 00:00,0.3,0,14.2,87,0.4
1078,13/09/1990 00:00,7.6,0,13.3,78,1.1
1078,14/09/1990 00:00,9.7,0,13.5,77,1.2
1078,15/09/1990 00:00,3.4,0,12.9,70,1.7
1078,16/09/1990 00:00,4.5,0,11.9,77,0.5
1078,17/09/1990 00:00,5.5,1.9,12.2,75,2.4
1078,18/09/1990 00:00,3.1,0,13.2,76,3.7
1078,19/09/1990 00:00,0.2,1.3,13.2,79,6.1
1078,20/09/1990 00:00,4,3,10.9,74,5.1
1078,21/09/1990 00:00,4.3,0.5,11.2,74,7.5
1078,22/09/1990 00:00,0.1,3.1,11.4,86,2.7
1078,23/09/1990 00:00,5.1,7.9,13.6,80,3.7
1078,24/09/1990 00:00,4.8,0.6,11.8,74,6.6
1078,25/09/1990 00:00,3.7,1.9,11.4,85,4.6
1078,26/09/1990 00:00,1.9,0,11.4,75,1.4
1078,27/09/1990 00:00,3.2,0,10.9,73,1.8
1078,28/09/1990 00:00,1.6,0,13.6,64,3.6
1078,29/09/1990 00:00,4.8,3.9,14.7,64,3.2
1078,30/09/1990 00:00,0.1,3.7,16.7,91,3.5
1078,01/10/1990 00:00,1.6,0,13,85,1.9
1078,02/10/1990 00:00,2.8,0,14.1,78,3.4
1078,03/10/1990 00:00,8.7,0.8,18.3,77,5.7
1078,04/10/1990 00:00,5.8,0,12.8,71,3.6
1078,05/10/1990 00:00,1.1,0.1,13.5,74,6.3
1078,06/10/1990 00:00,4.2,0,18,65,7.1
1078,07/10/1990 00:00,5.1,0,11.1,79,4.3
1078,08/10/1990 00:00,3.1,0,9.4,77,2.1
1078,09/10/1990 00:00,6.1,0,11.9,63,4.1
1078,10/10/1990 00:00,0,0,13.7,72,4.3
1078,11/10/1990 00:00,8.5,0,12.6,73,2.6
1078,12/10/1990 00:00,9.1,0,17.2,59,2.9
1078,13/10/1990 00:00,7.9,0,19.3,61,3.2
1078,14/10/1990 00:00,1.4,0,19.4,73,3.3
1078,15/10/1990 00:00,4.3,0.5,20.5,64,4.2
1078,16/10/1990 00:00,4,0,16.2,74,2.3
1078,17/10/1990 00:00,0,0,15.9,88,1.5
1078,18/10/1990 00:00,0.6,0,15.2,80,4.1
1078,19/10/1990 00:00,5.1,0,14.6,71,2.7
1078,20/10/1990 00:00,4.9,0,13.9,79,2.1
1078,21/10/1990 00:00,8.3,0,9.3,60,3.9
1078,22/10/1990 00:00,9.4,0,7.2,48,4.8
1078,23/10/1990 00:00,9.1,0,9.6,41,3.1
1078,24/10/1990 00:00,8.7,0,12.5,59,3.4
1078,25/10/1990 00:00,3.8,0,13.2,73,3.5
1078,26/10/1990 00:00,4,2.9,11.7,75,5.5
1078,27/10/1990 00:00,2.6,2.6,10.2,80,5.8
1078,28/10/1990 00:00,0,32.6,10.9,89,6.8
1078,29/10/1990 00:00,7.3,5.8,8.6,72,5.1
1078,30/10/1990 00:00,4.6,0,10.2,74,6.2
1078,31/10/1990 00:00,2.2,0,10.8,72,7
1078,01/11/1990 00:00,0,9.6,8.5,87,5.3
1078,02/11/1990 00:00,0.7,0.1,7.9,86,3.9
1078,03/11/1990 00:00,1.3,0.5,7.1,87,3.5
1078,04/11/1990 00:00,0.3,1.1,4.8,91,2.4
1078,05/11/1990 00:00,0.5,0,4.7,87,0.6
1078,06/11/1990 00:00,5.8,0,5.1,73,0.8
1078,07/11/1990 00:00,0,0,6.2,80,1
1078,08/11/1990 00:00,0,0,5.9,71,1.7
1078,09/11/1990 00:00,7.6,0,6.3,69,4.5
1078,10/11/1990 00:00,0,5.5,7.7,79,4.9
1078,11/11/1990 00:00,0.7,9.5,10.6,90,2.9
1078,12/11/1990 00:00,0.3,0,9.7,87,2.2
1078,13/11/1990 00:00,0,7.8,10,90,4.8
1078,14/11/1990 00:00,0,9.8,10.8,94,3.9
1078,15/11/1990 00:00,0,1.4,9.8,89,3.7
1078,16/11/1990 00:00,0,0.7,11.9,88,5.7
1078,17/11/1990 00:00,0,10.6,11.8,91,7.8
1078,18/11/1990 00:00,2.7,6,7.9,80,6.5
1078,19/11/1990 00:00,1.9,1.8,6.8,80,5.5
1078,20/11/1990 00:00,0,4.3,7.1,84,5.6
1078,21/11/1990 00:00,7.3,0,5.2,79,4.1
1078,22/11/1990 00:00,6.9,0,3.3,85,1.4
1078,23/11/1990 00:00,0,1.7,2.2,92,2.7
1078,24/11/1990 00:00,1.8,0,5,75,6.9
1078,25/11/1990 00:00,0,0,5.2,75,3.2
1078,26/11/1990 00:00,0.7,0.1,6.2,74,3.5
1078,27/11/1990 00:00,5.6,0,3.5,87,2.2
1078,28/11/1990 00:00,0,0,3.9,91,2.3
1078,29/11/1990 00:00,0,5.6,3.9,93,1.8
1078,30/11/1990 00:00,0.6,0,1,93,2
1078,01/12/1990 00:00,0,2.5,1.2,91,1.6
1078,02/12/1990 00:00,0,0.4,6,94,2.2
1078,03/12/1990 00:00,0,0.4,5.6,90,2.6
1078,04/12/1990 00:00,3.1,0.4,6.5,83,4.2
1078,05/12/1990 00:00,5.5,0,1.9,82,2.2
1078,06/12/1990 00:00,5.5,0,1.6,77,2.1
1078,07/12/1990 00:00,4.7,0,1.2,59,5.9
1078,08/12/1990 00:00,1.6,0,2,65,7
1078,09/12/1990 00:00,0,0,2.2,66,3.5
1078,10/12/1990 00:00,0,5.6,1.2,90,5.8
1078,11/12/1990 00:00,0,5.8,2.2,96,3
1078,12/12/1990 00:00,0.6,8.2,5.1,86,6.4
1078,13/12/1990 00:00,0,0.3,4.8,88,5.3
1078,14/12/1990 00:00,0.1,3.1,0.1,90,2.3
1078,15/12/1990 00:00,0,0.4,0.9,83,2.7
1078,16/12/1990 00:00,0,0,0.2,82,2.2
1078,17/12/1990 00:00,0.4,0,0.9,83,2.7
1078,18/12/1990 00:00,0,0,0,74,2.7
1078,19/12/1990 00:00,0,1.1,-0.2,92,2.5
1078,20/12/1990 00:00,0,5.1,3.2,89,6.7
1078,21/12/1990 00:00,0,1.1,6.1,89,4
1078,22/12/1990 00:00,0,2.4,8,92,3.9
1078,23/12/1990 00:00,2.1,0,7.8,84,3.9
1078,24/12/1990 00:00,0.1,0,5.8,82,4.3
1078,25/12/1990 00:00,3.2,3.9,5.6,80,7.1
1078,26/12/1990 00:00,2.4,13.2,6.2,78,7.5
1078,27/12/1990 00:00,1.2,2.5,5,79,7.7
1078,28/12/1990 00:00,0.7,2.2,5.6,77,6.2
1078,29/12/1990 00:00,0,28,8,91,5.4
1078,30/12/1990 00:00,3.5,0,7.3,79,5.4
1078,31/12/1990 00:00,0.7,3.1,5.5,85,4.3
1078,01/01/1991 00:00,3.7,7.1,4.8,82,4.5
1078,02/01/1991 00:00,0,3.8,11.4,81,9.2
