STATIONS_ID,Date,Sunshine duration daily total,Daily amount of precipitation,Daily mean temperature,Daily mean of the relative humidity,Daily mean wind speed
1078,30/06/1976 00:00,15.6,0,26.3,42,4.8
1078,01/07/1976 00:00,15.1,0,24.5,41,5.4
1078,02/07/1976 00:00,15.3,0,25.3,35,2.8
1078,03/07/1976 00:00,14.2,0,28.2,30,2
1078,04/07/1976 00:00,13.3,0,28.4,31,2
1078,05/07/1976 00:00,14.5,0,25.6,39,3.3
1078,06/07/1976 00:00,14.2,0,25.2,35,3.8
1078,07/07/1976 00:00,15.2,0,24.3,26,3
1078,08/07/1976 00:00,15,0,24.2,33,3.1
1078,09/07/1976 00:00,10.3,0,22.4,56,2.5
1078,10/07/1976 00:00,1,0.4,20,64,3.4
1078,11/07/1976 00:00,10.5,0,20.7,63,1.5
1078,12/07/1976 00:00,11.4,1.7,25.8,50,2.8
1078,13/07/1976 00:00,0.3,5.7,19,84,2.2
1078,14/07/1976 00:00,5.3,0.1,19.9,74,3.3
1078,15/07/1976 00:00,8,0,23.6,61,2.3
1078,16/07/1976 00:00,10.5,1.4,25.9,49,3.8
1078,17/07/1976 00:00,6.9,3.3,22.5,67,2.9
1078,18/07/1976 00:00,1.5,0,21.5,77,2.3
1078,19/07/1976 00:00,7.2,0,23.4,55,2.9
1078,20/07/1976 00:00,2.7,16.1,19.8,72,4.4
1078,21/07/1976 00:00,0,33.8,14.4,88,3
1078,22/07/1976 00:00,4.2,0.4,15.1,79,3.1
1078,23/07/1976 00:00,10.8,0,17.4,56,1.7
1078,24/07/1976 00:00,5.4,1.3,16.7,68,2.2
1078,25/07/1976 00:00,5.9,3.1,15.2,84,2.2
1078,26/07/1976 00:00,5.9,0,18.2,70,3.3
1078,27/07/1976 00:00,8.9,0,17.6,65,3.3
1078,28/07/1976 00:00,2.5,0.2,16.9,70,3.8
1078,29/07/1976 00:00,8,0,17,59,3
1078,30/07/1976 00:00,6.8,0.7,18.6,58,5.5
1078,31/07/1976 00:00,1.4,5,13,86,2.2
1078,01/08/1976 00:00,10.5,0.9,14.4,64,3.1
1078,02/08/1976 00:00,1.3,0.7,15.8,74,4.7
1078,03/08/1976 00:00,0.4,5.1,15.6,82,3.1
1078,04/08/1976 00:00,6.6,0,16.5,62,2.7
1078,05/08/1976 00:00,4.5,0,16.1,69,2.2
1078,06/08/1976 00:00,4.5,0,17.3,65,1.7
1078,07/08/1976 00:00,12.7,0,17.5,71,3
1078,08/08/1976 00:00,12.8,0,18.5,65,2.8
1078,09/08/1976 00:00,11,0,20.1,50,2.8
1078,10/08/1976 00:00,8.6,0,19.6,55,2.9
1078,11/08/1976 00:00,7.3,0,19.1,59,1.5
1078,12/08/1976 00:00,9.2,0,20.9,56,1.5
1078,13/08/1976 00:00,12,0,18.8,61,2.4
1078,14/08/1976 00:00,11.6,0,18.5,62,3
1078,15/08/1976 00:00,12.8,0,18.8,54,3.5
1078,16/08/1976 00:00,12.9,0,19,53,3.2
1078,17/08/1976 00:00,10.3,0,18.4,60,2.9
1078,18/08/1976 00:00,12.4,0,19.4,62,2.6
1078,19/08/1976 00:00,8.3,0.6,18.4,69,2.6
1078,20/08/1976 00:00,5.4,0,19,68,2.4
1078,21/08/1976 00:00,9.6,0,19.1,57,4.5
1078,22/08/1976 00:00,13.4,0,18.2,39,4.6
1078,23/08/1976 00:00,13.6,0,18.6,38,3.6
1078,24/08/1976 00:00,13.3,0,20.8,35,3
1078,25/08/1976 00:00,12.8,0,21.8,36,2.1
1078,26/08/1976 00:00,9,2.6,19,57,3.6
1078,27/08/1976 00:00,2.1,3,15.9,77,3.6
1078,28/08/1976 00:00,3.4,6.3,15.6,88,2.8
1078,29/08/1976 00:00,4.6,0.5,20.4,66,3.6
1078,30/08/1976 00:00,3,2.6,17,86,2.9
1078,31/08/1976 00:00,5.7,0,17.3,71,1.8
1078,01/09/1976 00:00,4.8,2.2,17.9,64,2.6
1078,02/09/1976 00:00,1.3,3.3,12,82,3.9
1078,03/09/1976 00:00,6.5,0.7,13,73,3.6
1078,04/09/1976 00:00,1.1,3.1,13.4,77,3
1078,05/09/1976 00:00,1.6,0,13.6,76,1.6
1078,06/09/1976 00:00,10.2,0,13.7,74,1.1
1078,07/09/1976 00:00,9.4,0,14.8,69,1.7
1078,08/09/1976 00:00,8.2,0.7,16.4,62,2.2
1078,09/09/1976 00:00,0,4,14.1,78,5.2
1078,10/09/1976 00:00,0.3,0.5,11.7,73,7.6
1078,11/09/1976 00:00,0.7,0.9,13.6,65,6.8
1078,12/09/1976 00:00,3.2,0.5,16.8,65,4.7
1078,13/09/1976 00:00,3.4,0,16.2,69,4.3
1078,14/09/1976 00:00,5,0,14.2,69,4.2
1078,15/09/1976 00:00,3.3,2.8,14.8,71,3.6
1078,16/09/1976 00:00,0,1,12,89,1.6
1078,17/09/1976 00:00,3.3,1.1,13.4,81,1.8
1078,18/09/1976 00:00,6.7,0,13.6,69,2.2
1078,19/09/1976 00:00,9.3,0,16.1,62,1.8
1078,20/09/1976 00:00,4.8,0,15.1,70,2.2
1078,21/09/1976 00:00,8.3,0,13.3,70,2.1
1078,22/09/1976 00:00,9.4,0,13.7,70,2.2
1078,23/09/1976 00:00,3.4,1.9,15.8,71,3.1
1078,24/09/1976 00:00,0.5,1.7,15.5,88,2
1078,25/09/1976 00:00,4.6,0,17,81,2.8
1078,26/09/1976 00:00,1.3,0.1,17.9,78,3.2
1078,27/09/1976 00:00,1.6,6.4,18.6,81,4
1078,28/09/1976 00:00,0.3,0.5,17.4,88,2.4
1078,29/09/1976 00:00,1.9,7.1,16.2,84,1.7
1078,30/09/1976 00:00,1.2,0.6,17.2,79,1.8
1078,01/10/1976 00:00,0.1,1.7,16.8,81,3.1
1078,02/10/1976 00:00,1.3,1.5,15.6,83,2.9
1078,03/10/1976 00:00,6.7,0,16.2,76,3.5
1078,04/10/1976 00:00,3.8,3.4,14.6,85,5.3
1078,05/10/1976 00:00,8.7,0.7,12.7,68,4.6
1078,06/10/1976 00:00,0.1,2,16.4,79,6.6
1078,07/10/1976 00:00,3.2,0.6,15.8,75,5.5
1078,08/10/1976 00:00,4.7,0,13.7,78,2.1
1078,09/10/1976 00:00,3.1,0,18.7,78,3.6
1078,10/10/1976 00:00,0.7,0,15.5,83,2.6
1078,11/10/1976 00:00,5,0,19.2,64,5.5
1078,12/10/1976 00:00,1.8,7.8,13.1,82,3.7
1078,13/10/1976 00:00,0,5.5,10.6,89,2.1
1078,14/10/1976 00:00,2.4,0.6,11.8,80,4.7
1078,15/10/1976 00:00,2.1,0.5,11.5,64,6.9
1078,16/10/1976 00:00,9.3,0,8.6,70,3.5
1078,17/10/1976 00:00,7.7,0,6.1,87,2.5
1078,18/10/1976 00:00,6.4,0,10,77,4.6
1078,19/10/1976 00:00,2.9,7.9,11.7,79,5.5
1078,20/10/1976 00:00,1,2.1,13.6,81,4.5
1078,21/10/1976 00:00,3.9,0.9,13,68,4.2
1078,22/10/1976 00:00,0,1.1,12.4,80,4.4
1078,23/10/1976 00:00,1.8,0.1,13.1,63,6.5
1078,24/10/1976 00:00,3.1,0.2,12.6,77,2.5
1078,25/10/1976 00:00,6.6,0,10.4,80,2
1078,26/10/1976 00:00,6.7,0,8.6,81,1.6
1078,27/10/1976 00:00,0,0,6.5,95,1.8
1078,28/10/1976 00:00,0,0,7,89,2.8
1078,29/10/1976 00:00,4.5,0,9.7,78,3.6
1078,30/10/1976 00:00,0,0,7,89,4.5
1078,31/10/1976 00:00,2.9,0,5.9,78,2.7
1078,01/11/1976 00:00,0.8,7.8,8,77,5.6
1078,02/11/1976 00:00,2.7,1,8.9,85,5
1078,03/11/1976 00:00,0,5,5.8,88,3.7
1078,04/11/1976 00:00,2.5,0.1,6.6,87,2.8
1078,05/11/1976 00:00,1.3,0,7.3,78,5.5
1078,06/11/1976 00:00,2.3,0.8,8,67,6
1078,07/11/1976 00:00,0.2,1.1,8.9,85,4.2
1078,08/11/1976 00:00,2.9,3.7,10.2,68,5.5
1078,09/11/1976 00:00,2,3.4,10,73,4.9
1078,10/11/1976 00:00,0,1.5,11.6,80,5.2
1078,11/11/1976 00:00,0,2.6,7.6,87,2.9
1078,12/11/1976 00:00,2.8,0.3,6.1,84,3.6
1078,13/11/1976 00:00,0,0,6.6,88,1.6
1078,14/11/1976 00:00,0,0.3,7.4,90,2.9
1078,15/11/1976 00:00,0,0.3,6.6,94,2.8
1078,16/11/1976 00:00,0,0.1,7.5,85,1.5
1078,17/11/1976 00:00,0,0.2,7.6,81,2.4
1078,18/11/1976 00:00,0,0,7.9,85,1.5
1078,19/11/1976 00:00,0,0,4.9,90,2.3
1078,20/11/1976 00:00,0,0,3.2,83,1.4
1078,21/11/1976 00:00,4.6,1,1.3,80,1.1
1078,22/11/1976 00:00,0,1.3,4.2,85,3.2
1078,23/11/1976 00:00,3,0.7,3.5,78,4.8
1078,24/11/1976 00:00,0,4.9,6.8,92,6.7
1078,25/11/1976 00:00,0,2.2,7.8,91,4.1
1078,26/11/1976 00:00,0,0.4,7.9,70,6
1078,27/11/1976 00:00,0.2,0.1,7.3,87,5.7
1078,28/11/1976 00:00,0,3.2,9,79,7
1078,29/11/1976 00:00,2.2,6.1,9,72,8.1
1078,30/11/1976 00:00,0,15.7,8,86,6.4
1078,01/12/1976 00:00,2.7,0,4.9,74,7.5
1078,02/12/1976 00:00,0,1.8,4.5,82,3.4
1078,03/12/1976 00:00,1,0,2.4,83,4.3
1078,04/12/1976 00:00,5.1,0,2,84,4.4
1078,05/12/1976 00:00,4.7,0,1.4,76,3.4
1078,06/12/1976 00:00,0,13.5,4.7,81,6.9
1078,07/12/1976 00:00,4.5,0.7,6.6,74,6.9
1078,08/12/1976 00:00,0.6,0,7.8,74,7.4
1078,09/12/1976 00:00,0,0,4.2,87,3.9
1078,10/12/1976 00:00,6.1,0.8,2,81,2.6
1078,11/12/1976 00:00,0,2.4,3.2,89,6.4
1078,12/12/1976 00:00,0.4,1.3,2.5,81,4.9
1078,13/12/1976 00:00,0,1.5,-0.1,92,2.1
1078,14/12/1976 00:00,0,0.6,-0.6,92,2.1
1078,15/12/1976 00:00,0,0,-0.4,90,1.6
1078,16/12/1976 00:00,0,0,0.6,83,2.4
1078,17/12/1976 00:00,0,1.4,0.5,76,5.3
1078,18/12/1976 00:00,0,1.9,3.9,81,4.7
1078,19/12/1976 00:00,0.2,3.5,3.1,90,4.2
1078,20/12/1976 00:00,0,0,3.8,81,5.1
1078,21/12/1976 00:00,0,1.9,4.5,85,6.9
1078,22/12/1976 00:00,2.4,0,2.6,86,3.5
1078,23/12/1976 00:00,2.9,0,-0.5,91,1.2
1078,24/12/1976 00:00,0,0.7,0,93,1.7
1078,25/12/1976 00:00,7.2,1,-2.4,76,2.6
1078,26/12/1976 00:00,6.9,0,-0.4,61,3.4
1078,27/12/1976 00:00,0,1.9,1.4,77,5
1078,28/12/1976 00:00,0.6,1.1,-3.2,88,3.1
1078,29/12/1976 00:00,3.6,0,-5.2,71,4.2
1078,30/12/1976 00:00,0.1,0,-4.4,67,8.7
1078,31/12/1976 00:00,0,3.5,1.4,76,8.7
1078,01/01/1977 00:00,0,0.5,7.6,80,6.9
1078,02/01/1977 00:00,0,0.1,4,89,2.6
1078,03/01/1977 00:00,1.1,0.8,2.6,92,3.4
1078,04/01/1977 00:00,0,0,3,92,2.1
1078,05/01/1977 00:00,0,0,-1.1,97,1.8
1078,06/01/1977 00:00,0,3.7,1,87,3.5
1078,07/01/1977 00:00,0,0,3,94,3.9
1078,08/01/1977 00:00,0,1.4,4.2,91,4.4
1078,09/01/1977 00:00,0,8.7,4.1,88,5.9
1078,10/01/1977 00:00,0.5,6.6,2.6,83,5.7
1078,11/01/1977 00:00,1.7,0,2,71,4.9
1078,12/01/1977 00:00,0,0,-0.4,88,1.1
1078,13/01/1977 00:00,2.2,0.2,1.2,73,5.3
1078,14/01/1977 00:00,0,3.5,4,73,9
1078,15/01/1977 00:00,0,6.6,3.5,82,6.9
1078,16/01/1977 00:00,0,2.2,2.8,90,5.6
1078,17/01/1977 00:00,0,0.3,1.9,93,2.4
1078,18/01/1977 00:00,3.8,0,-0.3,76,3.8
1078,19/01/1977 00:00,0,1.6,-0.6,86,5
1078,20/01/1977 00:00,0.9,0,2.9,85,2.9
1078,21/01/1977 00:00,0,4.5,6,75,5.9
1078,22/01/1977 00:00,2.3,2.2,6.3,86,5.8
1078,23/01/1977 00:00,0,1.7,8.2,85,5.6
1078,24/01/1977 00:00,0,1.1,7.2,88,2.9
1078,25/01/1977 00:00,0,6.9,10.8,83,6.6
1078,26/01/1977 00:00,0.7,5.3,9.3,67,9.1
1078,27/01/1977 00:00,0.1,2,7.6,77,5.8
1078,28/01/1977 00:00,1.2,0,7.8,74,5.5
1078,29/01/1977 00:00,0,0.3,0.9,81,4.4
1078,30/01/1977 00:00,4.8,0,-1.9,83,1
1078,31/01/1977 00:00,6.8,0,-2.4,78,0.9
1078,01/02/1977 00:00,7.8,0,0.8,68,3.3
1078,02/02/1977 00:00,0,0.1,0.7,73,4
1078,03/02/1977 00:00,1.6,5.3,2.4,71,8.8
1078,04/02/1977 00:00,5.3,5.1,5.6,79,5.4
1078,05/02/1977 00:00,0,1.7,8.4,83,5.1
1078,06/02/1977 00:00,0.7,5.4,7.8,85,5.6
1078,07/02/1977 00:00,0,8.5,9.3,84,8.5
1078,08/02/1977 00:00,3.6,0.4,6.2,82,7.6
1078,09/02/1977 00:00,0.9,4.1,5.2,78,2.1
1078,10/02/1977 00:00,0,8.5,8.9,80,5.8
1078,11/02/1977 00:00,1,0.1,8,74,6.1
1078,12/02/1977 00:00,0,3.1,7.1,86,2.1
1078,13/02/1977 00:00,0.1,1,5.7,87,2.1
1078,14/02/1977 00:00,7.4,0.2,7,70,3.2
1078,15/02/1977 00:00,0.6,3.4,5.2,87,2.3
1078,16/02/1977 00:00,2.8,0.1,4.7,85,3.1
1078,17/02/1977 00:00,2.3,5.9,5.3,82,5.7
1078,18/02/1977 00:00,1.8,3.1,9.2,66,7.7
1078,19/02/1977 00:00,4.2,2.5,7.4,66,7
1078,20/02/1977 00:00,0.5,9,9,81,6.8
1078,21/02/1977 00:00,3.3,0.5,8.1,74,5.9
1078,22/02/1977 00:00,7.9,0,9.3,63,4.5
1078,23/02/1977 00:00,0.5,0.7,8.8,72,4.3
1078,24/02/1977 00:00,2.8,2.9,9.6,77,3.9
1078,25/02/1977 00:00,1.3,1.4,7.1,82,5
1078,26/02/1977 00:00,5,0,0.9,74,4.3
1078,27/02/1977 00:00,8.9,0,-0.8,67,2.8
1078,28/02/1977 00:00,8.9,0,-0.4,66,1.6
1078,01/03/1977 00:00,3.5,0.3,3.1,58,2.9
1078,02/03/1977 00:00,0,0.3,7.9,90,3.7
1078,03/03/1977 00:00,0.4,0,11,72,5.7
1078,04/03/1977 00:00,1.1,0.5,8.6,79,7
1078,05/03/1977 00:00,4.7,0,8.3,68,5.4
1078,06/03/1977 00:00,3.9,0,6.7,80,2.1
1078,07/03/1977 00:00,6.9,1.6,12.4,47,6.3
1078,08/03/1977 00:00,2,0,10.9,71,4.4
1078,09/03/1977 00:00,9.4,0,14.4,56,5.9
1078,10/03/1977 00:00,4.8,0,12.3,64,4.5
1078,11/03/1977 00:00,0.4,3.7,10,81,4.4
1078,12/03/1977 00:00,5.1,0,8.6,76,3.2
1078,13/03/1977 00:00,3.1,2.5,8.4,74,3
1078,14/03/1977 00:00,2.5,1.1,8.6,73,6.7
1078,15/03/1977 00:00,4.7,0,9.3,68,5.4
1078,16/03/1977 00:00,1.9,1.5,13.8,51,7.9
1078,17/03/1977 00:00,1.3,0.3,11.6,69,4.5
1078,18/03/1977 00:00,4.6,0.2,9.8,70,4.3
1078,19/03/1977 00:00,3.9,0.4,7.8,72,3.6
1078,20/03/1977 00:00,5,0.1,8.6,70,2.6
1078,21/03/1977 00:00,0,3.1,7.5,82,3.7
1078,22/03/1977 00:00,0.5,0.4,5.4,91,2.1
1078,23/03/1977 00:00,1.4,0,9.3,84,2.9
1078,24/03/1977 00:00,0.7,0,12.2,76,2.4
1078,25/03/1977 00:00,0.1,0,8.1,81,2.4
1078,26/03/1977 00:00,4,1.3,9.4,76,2.2
1078,27/03/1977 00:00,0,9,5.8,91,2.4
1078,28/03/1977 00:00,6.8,0.2,2,76,6.5
1078,29/03/1977 00:00,11,0,0.6,56,4.4
1078,30/03/1977 00:00,11.6,0,0.4,59,4.4
1078,31/03/1977 00:00,11.4,6.1,3.8,47,3.7
1078,01/04/1977 00:00,0,9.1,8.9,83,8.2
1078,02/04/1977 00:00,7.4,6.3,8.5,61,6.9
1078,03/04/1977 00:00,0,12.5,2.8,92,4.8
1078,04/04/1977 00:00,5.2,1.5,5,80,2.7
1078,05/04/1977 00:00,0.5,0.3,6.1,77,3.9
1078,06/04/1977 00:00,0,2.8,6.1,75,5.1
1078,07/04/1977 00:00,5.6,2.4,2.3,87,4
1078,08/04/1977 00:00,5.2,0,1.3,79,3
1078,09/04/1977 00:00,5.7,0,1.7,72,3.3
1078,10/04/1977 00:00,9.6,1.4,3,57,3.2
1078,11/04/1977 00:00,2.3,0.5,4.2,84,3.4
1078,12/04/1977 00:00,0,2.4,7.3,84,4.3
1078,13/04/1977 00:00,3,11.4,7.4,79,5.9
1078,14/04/1977 00:00,4.4,4.8,4.5,83,4.7
1078,15/04/1977 00:00,4,1.5,4.8,80,6.3
1078,16/04/1977 00:00,8.7,0,4.8,69,2.3
1078,17/04/1977 00:00,7.4,0,8.6,55,3.4
1078,18/04/1977 00:00,9,0,5,59,3.3
1078,19/04/1977 00:00,8.1,0,4.6,63,2.2
1078,20/04/1977 00:00,11.7,1,9.3,50,2.3
1078,21/04/1977 00:00,0,0.1,11.2,84,5.1
1078,22/04/1977 00:00,1.6,3.2,12.4,74,7.9
1078,23/04/1977 00:00,3.5,8.4,11,75,7.1
1078,24/04/1977 00:00,9.8,1.6,6.9,78,7.7
1078,25/04/1977 00:00,2.3,0,10.8,75,4.7
1078,26/04/1977 00:00,4.4,0.2,16.1,66,5.4
1078,27/04/1977 00:00,8.9,0.2,9.6,62,5.6
1078,28/04/1977 00:00,8.5,0.1,13.3,45,4.4
1078,29/04/1977 00:00,4.4,0,11.9,58,5
1078,30/04/1977 00:00,1.9,0.4,11,61,2.5
1078,01/05/1977 00:00,0,4.9,9,87,2.6
1078,02/05/1977 00:00,11,0,12.8,64,3.2
1078,03/05/1977 00:00,6.4,0,15.1,63,2.8
1078,04/05/1977 00:00,0,0.7,11.4,85,3.9
1078,05/05/1977 00:00,0,2.1,9.5,82,4.4
1078,06/05/1977 00:00,10.1,0,11,62,3.8
1078,07/05/1977 00:00,7.4,2.6,10.8,73,1.9
1078,08/05/1977 00:00,6.5,0.1,10,73,2.7
1078,09/05/1977 00:00,9.8,0.8,12.7,64,2.9
1078,10/05/1977 00:00,1.4,0.1,12.9,76,5
1078,11/05/1977 00:00,0.6,3.2,15,81,4.6
1078,12/05/1977 00:00,1.6,9.8,12.6,76,5.7
1078,13/05/1977 00:00,5.5,1.4,10.9,76,5.4
1078,14/05/1977 00:00,1.1,0.1,8.2,76,2.8
1078,15/05/1977 00:00,6.6,2.4,11,71,2.6
1078,16/05/1977 00:00,5.4,0.5,12.7,77,4.4
1078,17/05/1977 00:00,6.8,0,15.8,57,5
1078,18/05/1977 00:00,12.8,0,15.8,53,4.9
1078,19/05/1977 00:00,4.6,5.1,14.1,58,7
1078,20/05/1977 00:00,0,2.3,9.1,85,5.7
1078,21/05/1977 00:00,0,7.2,9,88,3.8
1078,22/05/1977 00:00,15,0,12.5,55,3.9
1078,23/05/1977 00:00,14.5,0,15.2,55,3.3
1078,24/05/1977 00:00,14.5,0,17.2,45,3.6
1078,25/05/1977 00:00,14.4,0,19.5,47,3.2
1078,26/05/1977 00:00,14.6,0,15.9,45,5.5
1078,27/05/1977 00:00,14.2,0,14.9,49,4.3
1078,28/05/1977 00:00,13.6,0,17,52,1.6
1078,29/05/1977 00:00,14.4,0,16.2,54,3.4
1078,30/05/1977 00:00,4.2,0.1,11.2,63,3.6
1078,31/05/1977 00:00,12.6,0,11,53,3.4
1078,01/06/1977 00:00,12.4,0,13.9,44,3.4
1078,02/06/1977 00:00,1.7,0,12.2,70,1.9
1078,03/06/1977 00:00,1.3,1,13.1,78,3.5
1078,04/06/1977 00:00,1.1,0,14,75,2.9
1078,05/06/1977 00:00,0.3,2.4,13,77,4.2
1078,06/06/1977 00:00,3.6,13.2,14.4,66,3.5
1078,07/06/1977 00:00,2.9,7.5,13.6,70,6.2
1078,08/06/1977 00:00,7.6,0.3,14.8,64,3
1078,09/06/1977 00:00,6,38.6,16.6,81,4.6
1078,10/06/1977 00:00,6.9,1.6,18,72,4.5
1078,11/06/1977 00:00,13.8,0,16.9,60,3.1
1078,12/06/1977 00:00,13.9,0,21.1,60,2.6
1078,13/06/1977 00:00,13.7,0,24.4,65,3
1078,14/06/1977 00:00,2.7,15.1,17.3,77,2.6
1078,15/06/1977 00:00,0,10.4,15.7,90,3.1
1078,16/06/1977 00:00,0,5.6,16.3,93,2.2
1078,17/06/1977 00:00,0,0,16.2,88,1.9
1078,18/06/1977 00:00,0.6,2.7,16.6,83,2.5
1078,19/06/1977 00:00,0,5.3,15.1,91,2.6
1078,20/06/1977 00:00,0,0,12.9,84,2.6
1078,21/06/1977 00:00,0.1,0,14.9,72,1.1
1078,22/06/1977 00:00,0.3,0,15.9,75,2.2
1078,23/06/1977 00:00,8.9,0,17.8,70,2.3
1078,24/06/1977 00:00,12.4,0,19.1,71,1.8
1078,25/06/1977 00:00,1.4,2.7,17,75,1.9
1078,26/06/1977 00:00,1.2,0,15.3,77,2.6
1078,27/06/1977 00:00,5.8,0,16.4,64,2.8
1078,28/06/1977 00:00,5.1,1.8,18.3,58,3.2
1078,29/06/1977 00:00,1.1,3,15.7,83,2.5
1078,30/06/1977 00:00,3,3.9,15.6,75,2.5
1078,01/07/1977 00:00,0.3,0,17.5,66,4.8
1078,02/07/1977 00:00,0.1,0,18.1,75,1.9
1078,03/07/1977 00:00,12.3,0,21.3,67,2.1
1078,04/07/1977 00:00,13.7,0,22.1,58,3.3
1078,05/07/1977 00:00,14.4,0,21.6,60,3.1
1078,06/07/1977 00:00,13.8,0,22.7,58,2.6
1078,07/07/1977 00:00,5.3,0,21,69,2.4
1078,08/07/1977 00:00,11.1,0,21,60,3.5
1078,09/07/1977 00:00,6,0,17.8,71,2.9
1078,10/07/1977 00:00,9.4,0,20.4,62,1.8
1078,11/07/1977 00:00,14.7,0,21.7,60,2
1078,12/07/1977 00:00,13,0,21.2,64,2
1078,13/07/1977 00:00,5.3,0,18.2,71,3.7
1078,14/07/1977 00:00,1.7,0,14.6,62,4.5
1078,15/07/1977 00:00,7,0,14.5,57,4
1078,16/07/1977 00:00,9.3,0,15.9,57,2.4
1078,17/07/1977 00:00,0.4,2.2,16,73,4.4
1078,18/07/1977 00:00,0,8.3,15.3,83,6
1078,19/07/1977 00:00,1.2,0,16.8,69,5.7
1078,20/07/1977 00:00,7.5,0.6,16.7,60,5.7
1078,21/07/1977 00:00,1.1,0.3,15.4,77,3.5
1078,22/07/1977 00:00,4.3,0,18.2,62,2.8
1078,23/07/1977 00:00,0.4,0,21.5,75,4
1078,24/07/1977 00:00,0.1,4.4,16,85,6.3
1078,25/07/1977 00:00,2.1,8.3,14.2,80,4.2
1078,26/07/1977 00:00,3.9,0.1,14.2,82,4.9
1078,27/07/1977 00:00,2.5,0.9,14.8,76,4.1
1078,28/07/1977 00:00,0.9,0.4,16.4,74,2
1078,29/07/1977 00:00,0.3,6.5,16.2,85,3.1
1078,30/07/1977 00:00,11.5,0,20.3,72,3.9
1078,31/07/1977 00:00,4.8,0,16.3,71,5.9
1078,01/08/1977 00:00,3.6,0,15.4,70,3.5
1078,02/08/1977 00:00,9.4,0,15.9,75,1.7
1078,03/08/1977 00:00,6.2,0,18.2,73,1.4
1078,04/08/1977 00:00,10.6,0,19.8,69,1.5
1078,05/08/1977 00:00,13.7,0,21.3,44,3.2
1078,06/08/1977 00:00,7.2,0,21.2,65,1.7
1078,07/08/1977 00:00,6.1,9.7,19.3,73,2.5
1078,08/08/1977 00:00,6,0.1,18.2,69,2.7
1078,09/08/1977 00:00,5.3,0,16,79,2.7
1078,10/08/1977 00:00,1,5.6,15.6,76,2.2
1078,11/08/1977 00:00,3.2,2.7,15.8,81,2.6
1078,12/08/1977 00:00,0,15,15.5,93,3.2
1078,13/08/1977 00:00,0.6,13,16,90,2.2
1078,14/08/1977 00:00,5.3,0,18,81,1.1
1078,15/08/1977 00:00,10.6,0.2,18.4,74,2.1
1078,16/08/1977 00:00,4.3,6.3,19.9,72,2.8
1078,17/08/1977 00:00,0,2.9,17,90,2.6
1078,18/08/1977 00:00,1.1,17,16.2,87,2.7
1078,19/08/1977 00:00,1.6,2,15.5,83,2.8
1078,20/08/1977 00:00,0.8,0.2,14.8,85,2.2
1078,21/08/1977 00:00,0.3,6.2,15.5,87,1.9
1078,22/08/1977 00:00,0,4,14.7,92,2.2
1078,23/08/1977 00:00,0,0.6,14.4,88,2.4
1078,24/08/1977 00:00,3.3,0,17.2,76,2
1078,25/08/1977 00:00,3.4,0,19.3,63,6.4
1078,26/08/1977 00:00,5.1,1.8,18,72,4.8
1078,27/08/1977 00:00,7.3,7.2,16.9,79,3.5
1078,28/08/1977 00:00,4.1,0,14.5,87,2.2
1078,29/08/1977 00:00,11.8,0,16.5,77,2.3
1078,30/08/1977 00:00,7,0,18.8,78,1.6
1078,31/08/1977 00:00,3.4,0,18.8,79,1.4
1078,01/09/1977 00:00,8.7,0,18.8,76,2.4
1078,02/09/1977 00:00,11,0,17.9,71,2.5
1078,03/09/1977 00:00,0,5.5,16.2,89,1.6
1078,04/09/1977 00:00,10.8,0,14,74,1.3
1078,05/09/1977 00:00,6.9,0,16.6,67,2.7
1078,06/09/1977 00:00,3.9,0.4,20.8,64,4.9
1078,07/09/1977 00:00,2.1,0,17.1,78,3.6
1078,08/09/1977 00:00,0,1.2,12.9,86,1.6
1078,09/09/1977 00:00,4.3,2.8,12.2,78,3.1
1078,10/09/1977 00:00,0.3,0,14.2,70,5
1078,11/09/1977 00:00,0.1,0,17.2,83,3.9
1078,12/09/1977 00:00,2.1,0,13.2,80,3.5
1078,13/09/1977 00:00,7.5,0,10.5,75,1.5
1078,14/09/1977 00:00,5.6,0,12.4,70,2.4
1078,15/09/1977 00:00,0,0,14.1,80,3.3
1078,16/09/1977 00:00,4.3,0,11.4,71,3.5
1078,17/09/1977 00:00,6.5,0,9.7,74,2.4
1078,18/09/1977 00:00,9.2,0,7.2,77,2.4
1078,19/09/1977 00:00,9.9,0,9.1,71,2.1
1078,20/09/1977 00:00,3.5,3.4,11,73,1.5
1078,21/09/1977 00:00,0,0.1,10.9,90,1.3
1078,22/09/1977 00:00,0,0,12.5,84,0.6
1078,23/09/1977 00:00,0,0,11.9,83,0.9
1078,24/09/1977 00:00,9.3,0,12.6,69,3.4
1078,25/09/1977 00:00,1.2,0,12.7,72,5.4
1078,26/09/1977 00:00,2.5,0,13.8,83,2.3
1078,27/09/1977 00:00,8.1,0,15.3,74,2.3
1078,28/09/1977 00:00,1.9,0.6,16,74,5.5
1078,29/09/1977 00:00,1.9,0,14.2,76,4.7
1078,30/09/1977 00:00,0,7.2,14.2,72,7.2
1078,01/10/1977 00:00,6.4,3.8,10.4,72,8.7
1078,02/10/1977 00:00,3.3,5.7,8,86,6.6
1078,03/10/1977 00:00,3.4,0.1,10.4,76,4
1078,04/10/1977 00:00,0.7,4.6,13.2,76,6
1078,05/10/1977 00:00,2.9,0,13.9,76,5.2
1078,06/10/1977 00:00,2.1,0.2,18.2,73,4.3
